Day,Avg_Temperature,Avg_Humidity,Avg_Rainfall,Avg_Electric_Consumption
2017-01-01 11:30:00,24.261808595431855,52.687345725547424,7.163329366032475,405.16717446266415
2017-01-02 11:30:00,23.685217780190495,54.86845445753527,8.508093703860181,398.5434377699564
2017-01-03 11:30:00,25.48413638955857,47.992009037659585,8.497075198061905,407.468507393733
2017-01-04 11:30:00,24.337096899002173,53.905718285672464,8.901508881499089,400.5601215654178
2017-01-05 11:30:00,25.252513959417225,52.093166695370236,11.76249113789013,396.4067274440531
2017-01-06 11:30:00,24.551673323525936,55.15758521219008,9.286488357558826,400.60965663569806
2017-01-07 11:30:00,26.058604085020615,58.28813261258429,13.116764922351145,395.7547156393179
2017-01-08 11:30:00,25.14683388540001,54.197657667280765,8.740698316922787,404.0051150788354
2017-01-09 11:30:00,26.5841749316708,61.083175913520904,10.130091320400561,408.7548424739221
2017-01-10 11:30:00,24.517820340731433,57.04927021464127,10.280159202735748,398.88795515414404
2017-01-11 11:30:00,24.43842267196355,48.63785661572172,10.322737514156474,395.5023399593884
2017-01-12 11:30:00,25.015974122436486,57.28633517425618,9.509580005358947,400.9276365343571
2017-01-13 11:30:00,25.730814634163124,55.285944876155014,9.804103591347697,404.4620075678135
2017-01-14 11:30:00,26.207640559007526,61.79021828638008,12.050482393786803,399.8994063743657
2017-01-15 11:30:00,23.85127945056443,55.11614634502135,10.471989539986073,392.6363515140327
2017-01-16 11:30:00,26.01301491014813,61.22037797289341,9.295129126818091,407.59709375514325
2017-01-17 11:30:00,25.079775650008784,56.989228059757295,10.88449682583686,398.3636263422847
2017-01-18 11:30:00,26.002867716715375,53.829877782794334,8.148954546349605,411.1435783591785
2017-01-19 11:30:00,23.961557098939377,55.047599076078114,9.519110485799064,395.5430270557279
2017-01-20 11:30:00,25.48112613223417,53.9023660612479,10.14525610593912,402.0654226748631
2017-01-21 11:30:00,24.466603769119313,57.29936913939985,8.940255361431435,400.64211456387784
2017-01-22 11:30:00,23.100866294065128,54.99586627145542,10.553809760468651,389.54917239925334
2017-01-23 11:30:00,23.774228155971727,56.2441263948447,9.856729075343505,396.55552010684386
2017-01-24 11:30:00,24.845225788325227,54.89748135053489,10.429733266839579,397.8560105283316
2017-01-25 11:30:00,25.460813995562486,50.29249520292044,10.00595997136932,402.6910411969348
2017-01-26 11:30:00,26.83873016504734,55.22114278125508,8.669863113197843,413.4517035878636
2017-01-27 11:30:00,23.398757202556933,51.830796545425066,10.573396997960325,390.3654931217953
2017-01-28 11:30:00,25.270962162716177,63.8904148379697,9.322534224831557,405.33474601058987
2017-01-29 11:30:00,25.032225887978104,56.292141841107025,10.116919377068198,401.78939740376853
2017-01-30 11:30:00,24.634178802375917,53.59416410754596,11.081323448123426,394.8166776735746
2017-01-31 11:30:00,24.3024638819852,52.24203792405013,8.762247086420462,399.75169761716387
2017-02-01 11:30:00,25.29236787595033,53.179563397483,8.639492171615835,406.7480463637746
2017-02-02 11:30:00,25.673310386448048,59.20209814581957,12.568766427992498,397.306456983737
